,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
That Girl.mp3,-182.1736,98.74012,2.0877976,5.7841787,4.0819573,-7.6874275,-4.4101005,6.1293917,-12.711792,-0.52216727,-15.024303,-11.913244,-6.119796,-4.40413,-1.0423527,0.43402138,-3.5126793,1.2129236,-9.55509,-5.337119
The Adults Are Talking.mp3,-68.82729,66.767456,24.824669,46.19805,17.249376,20.517422,6.230785,9.434655,-0.11482622,5.834745,-0.16541912,4.6490264,-3.1662004,-2.3300323,0.5091499,0.99103934,2.222369,5.317085,1.0418879,-1.3860927
The Alchemy.mp3,-170.54498,117.755295,9.37326,19.03711,2.398281,-6.3377056,8.330379,-6.1039367,10.729895,-1.4071817,0.6052141,-6.4288144,-8.385694,-3.3501582,-10.013371,-4.208478,-7.942352,-3.3706818,-8.914688,-5.5899825
The Astronaut.mp3,-114.81368,138.79732,-31.744255,31.714983,9.053482,-12.614594,-2.6246288,-3.627223,-14.124266,-6.7580905,-5.060413,-6.5806527,-8.837132,-8.446699,-5.5966487,1.7038087,-2.0182755,2.056316,-4.546244,-8.14684
THE AUTOTREM 1.0.mp3,-31.159235,91.42833,3.509059,18.069252,-3.4950511,3.83615,-9.021648,-8.573416,-11.060355,-1.4807932,-7.730413,2.7275734,-3.664157,-0.62969685,-3.826879,1.5477539,-2.4077253,1.8095235,-4.082006,1.78855
The Bigger Picture.mp3,-221.45453,138.93729,-38.098297,-14.5401535,4.185206,-10.821921,-5.496505,-2.440323,-11.07904,-6.1433954,-5.7729673,0.35585636,2.7789514,-2.9453607,-5.9273005,-2.5396056,-2.184181,1.5905267,-0.7842456,-5.5342145
The Black Dog.mp3,-280.59836,107.32573,48.84295,32.91483,13.180605,-2.8848393,6.373423,-16.951937,0.22731127,-6.8890243,-15.688249,-8.206807,-13.950463,-1.264276,-6.596335,-4.5268354,-1.2720499,-4.0218277,-5.398712,-1.638057
The Boat Beat.mp3,-159.41928,95.485535,-27.691975,24.854933,-18.280111,-3.8952274,-18.21824,-9.330275,-6.41139,-5.7516317,0.3073226,-6.8385687,-2.6775305,1.1780307,-1.1432339,1.3024491,0.8915292,2.4171622,1.3766118,-0.21606497
The Bones.mp3,-210.78468,132.25119,11.923924,33.58112,16.747986,-9.454657,-2.9471817,-4.7944565,2.4985611,-6.053993,-6.487921,-8.200088,-13.244083,0.5628339,-5.2990065,-5.817582,-7.283637,-2.876536,-4.14695,-1.145828
THE BOX MEDLEY FUNK 6.mp3,-217.90335,126.268265,4.9778347,-3.595523,8.121971,3.1047387,-9.319891,-3.5404494,2.0250342,-0.8527462,-7.457814,-6.6498985,-6.7660913,0.2065596,-2.6016657,-1.2927117,-1.8893193,1.943009,0.85089236,-4.300715
The Box.mp3,-163.05287,105.29934,-10.795945,10.313424,-6.737487,-11.22291,-10.958666,-2.0592892,-6.7871737,-0.6890975,-10.200903,-7.870007,1.5648917,3.351359,1.4643725,-0.7272303,-9.458618,-6.22065,-8.680701,-8.833642
the boy is mine.mp3,-122.00057,76.34855,8.004521,8.091637,-8.868362,-11.172453,-7.7538414,-11.058275,-7.1055956,-5.750254,-13.916799,-9.0442295,-8.122014,-4.730546,-3.9537172,-1.2674212,-6.211985,-2.6968124,-3.3120284,-2.1335857
The Chicken Wing Beat.mp3,-205.2305,103.56763,2.3800793,21.178423,-7.6533537,5.0711403,11.252809,9.450343,-3.2153525,-1.0353018,-1.1391065,6.1012063,-0.39119193,-7.979895,-1.3023859,2.7155898,-1.9228481,-1.1688626,-1.0331767,1.8172833
The Code.mp3,-67.98404,92.64236,2.6063728,15.015193,-4.015598,7.8039975,-3.9519172,4.123478,-6.4577537,1.5702233,-2.7758884,-3.4884124,-6.036211,0.31786466,-3.8821225,-0.96277684,-1.6079905,0.39299762,-4.292904,4.259058
The Color Violet.mp3,-143.68936,65.64103,53.985374,15.339386,-5.156788,9.929875,-9.479384,2.7404606,-4.022305,4.0487127,-4.5122347,-3.6853156,-5.8850327,2.0689301,-5.086503,0.8473134,-2.8800209,-2.3837476,-6.4352217,-2.9575787
The Door (Tiago PZK Version).mp3,-75.79676,92.42397,17.532888,20.889954,6.2402053,15.96621,0.9250774,8.346088,1.0210708,9.716923,-3.7031658,5.693434,3.9977052,0.0015037702,-1.3411015,-0.6688173,-11.855954,-7.6361585,-12.078489,-5.6009703
The EPA Song.mp3,-151.9046,105.79272,2.5407896,24.114822,23.217293,1.9878588,6.760071,14.549257,-0.587671,12.437715,-5.2574,-0.5645188,-6.0724363,-5.667558,-7.2430024,-7.038269,-10.896278,-7.5579014,-5.577045,-1.7116047
The Family Madrigal.mp3,-134.78265,73.48719,8.3457365,21.837297,7.1619506,22.906727,9.458066,11.583956,7.7059503,12.99838,0.6845117,9.57144,-2.7289827,3.04771,-0.7867712,1.2843949,-3.1417472,0.46589506,0.15028886,3.3308048
The Feeling.mp3,-159.08769,127.29324,21.169132,13.858181,8.415722,5.527802,-5.7379365,-7.387029,-12.677926,-11.474684,-15.833877,-6.9462843,-11.189541,-9.862707,-11.172621,-3.6908965,-17.516066,-4.5307603,-10.921217,-8.179488
The Galaxy Express 999.mp3,-84.38308,104.30977,0.49136597,24.224825,4.9655046,11.70439,-3.2892842,5.362342,0.47311643,0.53794855,0.39671212,0.8579568,-2.891675,-2.7842343,0.39342418,-4.8343925,-10.964032,-1.9369152,-10.375769,-2.9137523
THE GIRLS - BLACKPINK THE GAME OST.mp3,-56.610535,68.65582,-8.258794,14.722062,2.6406791,12.670284,-2.5673268,8.757888,7.431355,9.711356,2.414236,8.842819,-0.28833234,7.844631,0.24457619,4.524599,2.2990837,4.381012,0.9385291,2.8347888
The Git Up.mp3,-163.10315,100.60319,-18.850416,21.391281,-4.8425636,-5.1001368,-3.142794,-12.3811655,-6.061109,2.640805,0.26370797,4.204611,0.3870504,3.6391246,4.285798,10.70227,1.682956,4.8228784,-5.5743623,-4.656049
The Greatest.mp3,-178.48143,85.3867,17.714466,17.318295,15.57473,10.958111,9.477242,-7.7245374,1.744463,1.0520934,-3.2896838,-2.1881807,-12.23638,0.17358266,-10.204424,3.9363549,1.3327895,7.786589,7.4717665,5.2740383
The Hillbillies.mp3,-73.29607,99.011604,20.485847,14.785752,12.225219,11.3750925,4.1738353,12.727882,-1.5928723,14.130693,3.1422024,6.508077,1.7589965,5.8510265,0.57461584,8.104769,-0.9463393,7.510984,3.5344617,3.954582
The Lazy Song.mp3,-117.4003,82.6913,5.4707303,14.382338,-2.161044,7.108458,-6.304171,2.3332698,-2.6126676,-5.7562237,-6.164444,-2.5400655,-8.2061405,-1.9884634,-6.365543,-4.0139484,-0.7907818,-0.43960336,-10.339399,1.1406578
The Less I Know The Better.mp3,-62.29303,120.32468,-26.101181,26.480324,-8.25351,8.756351,-4.985106,-0.46624878,-3.4081075,-2.3497622,-1.5967224,-0.49523368,-7.769053,-5.912037,-9.609519,-2.9018931,-5.8463035,-0.18380086,-3.6187067,-0.3718004
The Magic Bomb (Questions I Get Asked) - Extended Mix.mp3,-253.52051,27.399586,-28.674046,-4.363776,-12.449396,-11.2181425,-5.2237124,-1.9010962,-9.458408,-3.7444694,-7.28959,-5.136648,-6.1774397,1.3152906,-4.533181,-1.7478619,-3.1003811,-0.90416574,-6.0828466,-0.8870023
The Man He Sees in Me.mp3,-178.80034,137.76303,-10.939211,12.655899,-1.0449079,-9.946926,-11.392591,1.1692849,-6.1685266,-5.182875,-11.014843,-8.676522,-10.224051,-6.9638205,-17.596203,-9.190888,-15.077665,-9.717446,-9.829105,-7.303759
The Motto.mp3,-93.31127,66.573784,6.749584,26.182049,22.690802,19.089746,2.850068,16.691763,3.6005898,8.506987,2.610534,11.772432,1.3334061,7.1348987,1.8020898,9.447162,0.7092399,6.934347,0.95609796,3.275235
The One That Got Away.mp3,-107.36876,81.54341,18.64959,25.49362,10.098533,7.785304,5.2830195,9.300138,1.921701,11.566711,-4.4631376,4.167747,-1.314885,0.35612047,-1.698785,-0.9085271,1.0374886,6.234937,3.2196176,7.358438
The Perfect Girl.mp3,-69.14234,118.257545,1.3119875,42.485,7.463613,11.768394,9.2034235,12.736377,9.584911,16.835766,-1.0230701,3.980092,0.8754707,5.728604,6.1023183,10.970866,4.716606,5.409791,-5.467896,0.30839628
the perfect pair.mp3,-123.11777,92.76482,12.1164465,30.164368,7.875245,8.650731,13.608034,7.0132957,5.3165884,0.14837821,-2.9052873,0.008006565,-4.520267,-2.5664358,-9.365568,0.20195116,-10.901976,-5.703877,-10.82014,-9.626791
The Prophecy.mp3,-202.25508,114.814354,0.5591113,30.776691,4.118136,1.2578623,-0.19855724,-5.478947,-3.1021042,-12.182485,-6.7123375,-10.293648,-9.404617,-2.5800061,-10.456633,-4.2421737,-9.565832,-9.449279,-14.66958,-7.028301
The Real Slim Shady.mp3,-116.28019,88.5835,-4.7876368,22.549276,4.95419,-2.6046007,7.9865823,7.0379333,-0.5465456,6.0727677,-1.747966,3.393153,6.2874813,4.615895,-2.3712034,8.743942,-1.7402819,5.688649,0.5965749,-0.49989012
The Scientist.mp3,-198.7459,174.8376,-43.031986,23.724133,-1.3901812,4.922469,-11.374914,-13.89363,-12.191442,-12.594429,-6.513154,-6.1973896,-10.462599,-8.791306,-11.41632,-6.5226455,-3.4652088,-6.543546,-10.642622,-11.010478
THE SCOTTS.mp3,-166.05371,127.37823,-4.9624,-12.305162,11.006611,2.7841613,-9.551829,2.010207,0.6037215,7.772227,-2.7747545,0.5309233,-2.4038675,-3.8108726,-4.0731025,-0.6647903,-4.035748,-0.3627368,1.1553885,0.00015379844
The Search.mp3,-376.14542,136.05382,13.014541,22.92111,-1.0722324,21.05863,12.837647,15.574917,-4.0795097,-7.9157057,-4.251753,0.547444,-1.4234723,1.2757663,-12.396111,-7.0390654,-10.7461195,-5.464197,-5.491257,-4.178707
THE SHADE.mp3,-167.04057,114.58544,32.99842,29.486431,17.162079,11.034467,-2.7658458,-0.38471204,-9.070127,1.8497825,-0.8058685,2.485822,-7.074415,-0.17275713,-3.4773984,1.0678979,-1.4466437,1.8063778,-6.832923,-2.291031
The Smallest Man Who Ever Lived.mp3,-237.46266,112.96358,47.194653,30.390522,12.83834,1.9231936,8.975245,-7.5784554,6.4773192,-2.9862752,-8.742663,-4.4889984,-9.509608,4.2040086,-1.648991,-2.2055836,1.9492905,-6.5192227,-7.4194,-1.0817777
The Sound of Silence.mp3,-289.4069,125.95339,30.54734,3.3593054,7.1159334,2.5579731,-8.011484,-7.602937,-12.945007,-4.6525235,-19.858082,-3.6057308,-16.700163,-14.883583,-11.240879,-0.8998725,2.871983,5.4978237,-6.5461273,-7.676222
The Summoning.mp3,-113.68126,64.64612,-5.545257,12.4438505,3.725099,13.352276,-5.7938166,11.806963,3.139682,2.0784495,-0.7659744,7.101384,0.19835453,3.1423066,-0.9785145,7.665319,3.864393,3.185193,0.60633135,2.1015122
The Way I Are.mp3,-134.29561,99.082924,-29.55428,15.177567,-9.824315,11.537467,-4.8373413,7.756992,0.52349347,0.040389895,-7.9835463,0.99251485,0.9624467,-1.669947,-4.203592,1.191678,-3.257411,-0.5069203,-3.4303875,0.003352268
The Way Life Goes (feat. Oh Wonder).mp3,-56.28783,97.63591,15.428393,2.9576302,5.470555,1.2267741,-17.037708,-0.22319612,-21.067484,-5.175782,-9.259874,-8.9509735,-10.453978,-4.078095,-9.987416,-6.8231387,-7.523213,-1.5460553,-4.9528956,-1.8041592
The Weekend.mp3,-264.3552,158.05739,-51.93682,18.919174,-5.006899,-8.094801,-4.9616184,-10.5031805,-9.659823,-6.842864,-12.703872,-4.848678,-11.604901,-4.330379,-11.269386,-6.685559,-11.1052475,-6.5144534,-8.3406725,-6.2428503
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen).mp3",-107.78855,94.96068,7.4342356,2.6885827,2.0937366,-9.507362,-3.8145914,-10.583402,-12.821111,-8.742567,-14.979792,-4.3700576,-14.363009,-6.12363,-7.989747,-8.007077,-8.777964,-2.1906312,-10.0279455,0.9818593
These Walls.mp3,-170.66205,110.09895,26.42066,18.52128,-4.6051197,-2.1802993,-9.796199,-5.265996,-9.111273,-4.795651,-6.2810874,-0.5074823,-5.0677547,1.7117473,-1.8639084,1.4038973,0.045340717,3.8719392,-0.44519746,-1.0112745
Think U The Shit (Fart).mp3,-161.99136,119.29546,-5.716503,13.87199,0.71675986,-3.5229042,0.18876983,-2.6688263,-3.8065908,1.1632851,-6.7053223,2.5091221,-6.66948,-3.2225091,-1.7045213,-5.3746066,-4.8892055,0.6068372,-9.252053,-4.4268394
Thinking out Loud.mp3,-224.27051,93.722565,19.467587,31.519419,15.333346,4.435716,-5.614715,-8.742725,-7.7246275,-3.3463569,-11.723691,-4.186711,-10.235583,-9.852167,-5.710023,-4.7992253,-9.319824,-5.991038,-9.151823,-3.8376787
This City.mp3,-217.14293,106.36719,9.117779,31.828678,13.029633,10.278575,-1.4725361,2.7326615,-2.4359047,3.7659278,1.3048629,-0.27274784,-7.2482843,-5.828132,-3.5073345,-2.8346446,-4.8512917,-0.22121102,-6.193844,-3.6594095
This Is Me.mp3,-350.7705,104.795425,1.0373709,5.095797,8.506738,3.640063,1.8462942,-4.2311854,-0.9194431,-0.85511273,-7.106002,-9.256185,-11.442523,-8.100536,-11.443347,-10.933374,-2.5367749,-3.216473,2.2449853,3.666179
This Is The Life.mp3,-63.55042,84.83164,7.537643,31.661081,4.784827,9.207837,4.303604,1.1394861,7.0677834,-1.3024569,0.51169926,-0.049667925,0.46897188,2.8441632,-4.9471736,0.9649994,-7.725937,-6.4228926,-7.55946,0.6981687
this is what falling in love feels like - Leon Leiden Remix.mp3,-134.85312,70.905975,-16.796383,18.547844,-4.005483,-4.133304,-7.626125,-8.665674,-10.047624,-4.60766,-2.0274723,1.8491856,-4.9296412,-0.003952357,0.1277609,-2.4576411,-1.97375,3.8981624,-5.629583,7.265001
This Side of Paradise.mp3,-196.61508,157.88847,-37.501057,40.994892,-9.278023,-15.332664,2.4094834,-26.462776,-17.833267,-7.4800425,-16.656815,-8.157817,-8.0486765,-12.884463,-4.1698136,-6.000099,-0.78738964,6.283095,1.5049468,1.5776055
This Town.mp3,-154.88069,97.47133,23.500668,25.642466,1.5552639,9.151951,-0.38508874,2.158863,-7.8272,-1.4742091,-3.6480203,0.3626021,-7.1694775,-6.0676317,-6.5042343,-11.959411,-11.433392,-1.8996537,-14.91353,-9.248349
This Wish - From _Wish_.mp3,-272.37317,106.90245,27.25933,20.278433,7.505403,3.623406,3.581554,3.042112,-6.4162297,-0.4070572,-18.529457,-8.264912,-12.88763,-12.16586,-14.6457615,-8.806606,-7.614808,-2.5457342,-5.2230773,-0.94750977
Those Eyes.mp3,-176.94896,114.698166,-15.403196,16.102358,-3.405151,5.8143935,-16.875563,-4.5843263,-8.688544,-10.671226,-15.0780945,-12.169399,-18.455076,-13.271569,-11.341171,-6.6426864,-3.8235188,-5.583752,-13.8296,-7.5336013
Thot Shit.mp3,-109.69686,56.09905,10.682133,8.705815,-2.6732914,-7.1264315,-7.0451813,4.640187,-14.685053,-2.6337414,-9.27329,-2.6787364,-3.093475,7.3313055,4.29563,2.4390101,0.468922,0.09756082,-5.391275,-1.5754131
Thotiana.mp3,-241.41856,96.16898,21.951921,16.025736,3.9669027,-4.7514625,-12.157917,-5.986774,-14.968584,-5.4048576,-13.252092,-4.866112,-2.957439,3.330682,5.3401213,13.296348,3.8138757,8.480004,5.487636,0.75327826
THOUSAND MILES.mp3,-78.81248,95.53864,-9.203174,11.785809,-1.6874728,2.138767,2.3779593,2.4912632,-2.1254876,2.137673,1.1200558,3.7558503,1.1443839,-1.7444371,-2.510929,-0.41224128,-7.1875477,5.264442,-8.145084,0.30916953
Thrift Shop (feat. Wanz).mp3,-209.35463,28.112377,12.1561365,18.646408,-2.4797223,10.699555,6.977929,2.0028737,0.98462766,3.1480277,4.4180503,-0.3950813,-1.7873871,2.8487794,0.04244088,8.49236,2.378119,9.056596,4.681735,-1.1174791
Through Da Storm.mp3,-257.85587,53.71453,-15.060557,-14.735184,-14.713392,-14.537419,-8.612885,-13.331855,-8.493067,-10.0194,-0.30841073,-4.106427,-10.512839,-13.901768,-10.499584,-3.9194615,-12.719816,-0.2354914,-3.7000582,3.780914
THUNDER Y LIGHTNING.mp3,-165.39618,133.30681,6.3066587,-12.632916,5.238104,0.13495024,-19.526207,-11.181511,-11.085904,-9.523746,-17.653137,-13.203466,-6.1814446,-12.770045,-14.389243,0.20548326,-11.13807,-7.9547553,-2.5989132,-0.9781413
Thunder.mp3,-114.663086,112.32794,-15.448973,25.951658,10.986603,7.8647966,4.533135,12.014072,0.972959,2.3163848,2.208329,3.3487787,3.4042459,-1.1499337,-2.0604932,6.439562,-4.7410707,-3.9075606,-0.3585864,-0.40045327
"Tiago PZK_ Bzrp Music Sessions, Vol. 48.mp3",-120.740944,99.44926,19.186367,21.30413,4.2308655,4.9613028,1.1614151,-7.0371714,-0.8019561,0.42135477,-3.5323117,-3.5432749,1.8358587,-7.5746512,-4.704759,0.1229335,-9.636244,0.8422794,-1.4053153,3.9419954
Tighten Up.mp3,-158.7234,78.9715,11.213487,32.902576,13.5109625,19.197403,1.0890205,22.041933,7.0282373,3.6424289,0.23967901,9.734501,6.55369,-0.11014994,1.9985342,2.6511946,1.6542283,1.0220119,0.7443612,5.8314524
TiK ToK.mp3,-79.153015,66.88441,-11.678579,23.492336,-3.119045,-4.042985,3.2892406,-7.9369435,-2.1262362,0.5434113,-13.435782,-1.8903835,-11.887804,0.49474332,-3.9847224,-2.3443909,-2.4646966,-3.7048042,-4.960472,3.9871466
TIKTOK - Remix.mp3,-22.022348,61.187416,-11.140666,21.87843,-4.8417373,6.628495,-4.135794,1.1443226,-2.5078778,-0.09972124,-7.3943257,-3.0999143,-5.384576,-4.090207,-5.776615,-2.0961041,-6.3857355,0.6651087,-4.8703785,-6.288482
Till I Collapse.mp3,-212.45854,153.202,-34.664135,44.469437,12.071976,9.981251,1.9878788,8.030086,2.919828,2.5539882,-3.5770268,17.741304,-4.9808707,-0.82423717,3.4027507,2.3006039,3.9761703,-0.8349692,-9.939838,9.944763
Time of Our Lives.mp3,-62.676167,83.92686,-32.192753,-3.9433198,-14.142361,-12.677336,-14.848806,-9.608176,-20.641758,-2.2029443,-11.80105,-11.955732,-12.184123,-7.4128246,-8.075406,-4.7059703,-9.828305,2.0689118,-6.4362226,-3.31578
Time Slowly Slippin'.mp3,-214.67601,110.63134,7.11451,23.286015,7.0246286,15.478665,1.6608009,2.4609182,-5.947004,-4.043389,-8.010548,-4.537102,-5.068519,-0.8097274,-4.3040066,-3.1297154,-6.6712675,-1.8873991,-3.3102098,1.3047386
Time Today.mp3,-150.80794,72.97404,24.939642,22.469967,21.945692,25.822266,4.372529,6.015081,-6.708995,4.3342185,9.093162,12.169317,-3.822382,3.375409,1.2290232,10.023845,7.388842,2.5163114,0.94464916,8.940247
Titi Me Pregunto.mp3,-204.58606,90.00879,-5.2902236,12.9367895,8.81535,-15.275391,0.7728901,-0.9941834,-22.293365,-0.372271,-7.824422,-4.92664,-2.228259,-10.568241,-9.215228,-3.1218646,-11.044852,0.46644536,-4.909237,-2.0563648
Title.mp3,-105.87154,67.476036,-7.2077003,12.240769,-11.692555,4.244113,-10.190343,-5.8378606,-8.90099,-11.529564,-10.486388,-7.9639053,-12.457287,0.11398994,-14.404574,-1.1814406,5.6278267,-1.1846697,0.8793651,2.624365
Titliaan.mp3,-93.152885,34.15678,-19.815008,-1.5158689,-20.601336,-15.259825,-34.996815,-21.859522,-24.833136,-4.8220644,-15.358755,-11.827714,-13.549371,-9.208881,-14.086304,-6.055834,-4.7620096,-0.1761932,-0.3063247,11.032666
TKN (feat. Travis Scott).mp3,-189.65645,68.98027,-3.6471193,10.377965,-7.616666,-5.1115284,3.0531945,-15.499444,-4.911629,0.034145106,-3.6133947,3.3086648,-7.488539,-1.3086563,-12.133059,-5.7621,-5.305274,3.0677402,1.1099162,2.1533284
TOES (feat. Lil Baby & Moneybagg Yo).mp3,-55.85718,87.618034,7.809856,7.31102,11.128639,11.46573,7.076134,2.3016636,-0.088002965,6.881576,0.14004621,8.117945,-1.4326957,-3.3514903,5.712477,5.488945,-5.8492804,5.2109785,-4.3019776,7.7182846
Tom's Diner.mp3,-231.64822,123.211,8.244316,20.099306,19.757446,-6.682119,-4.0106506,-15.000949,-10.581082,11.966393,-1.0912555,-0.7558758,-3.6218028,-1.4845282,4.986067,7.7028,-6.350474,-3.6226864,2.521666,-3.691763
TOMBOY.mp3,-84.34434,97.05307,8.216115,6.9429502,10.770721,10.215298,5.1648507,-1.6018167,4.293332,0.689243,-5.308463,-3.8254051,-6.332827,-0.7091505,-10.17358,-0.6223865,-6.930286,-3.0663939,-3.1423097,-1.9866065
Tombstone.mp3,-172.54303,101.12581,34.95002,27.825191,12.548069,9.323697,9.70974,13.296436,-6.3810806,1.0373265,0.03571492,0.59665835,-1.396659,2.0076704,-2.7569876,-0.91574806,-0.10718827,1.6116769,-2.360384,-0.3198424
too easy.mp3,-104.44176,82.65303,41.75285,25.9391,17.084557,14.488632,4.274261,16.011683,2.3621278,15.8015585,6.1650434,11.456925,3.4966614,6.561349,1.1425831,5.1383467,-2.0805879,3.6720462,1.8235135,10.430504
Too Rolling Stoned - 2007 Remaster.mp3,-175.54457,101.01373,16.281874,39.729225,8.580821,22.151789,7.7774563,13.320147,7.3023443,9.228942,6.000267,4.1883225,-4.8066998,-0.52737254,2.8511453,6.175779,-5.636672,0.5602876,-1.7316465,2.446322
Too Sweet.mp3,-171.21649,110.853905,-4.6262765,37.50745,9.784703,13.388294,3.8628836,7.6659327,5.8483973,9.72963,1.1464677,3.4955933,-3.8112915,-4.455323,-2.335092,0.31337348,-3.7113976,-0.3173304,1.0699862,-0.70794916
Top 10 staTues tHat CriEd bloOd.mp3,-28.638351,73.878044,-23.153841,14.346713,-10.538495,5.1220007,-0.8899912,4.003489,-0.08538554,0.7549718,-1.4279965,2.9504595,-1.1350843,-0.28156027,-3.8351552,4.1089625,0.89282537,3.2843087,1.6099323,2.9623454
Tormenta (feat. Bad Bunny).mp3,-173.5008,91.5135,-23.784718,4.828466,-23.8646,-9.614814,-17.85597,-11.1785755,-17.342402,-11.893014,-18.647196,-14.702019,-19.241007,-14.068592,-13.09248,-8.751219,-15.065515,-7.5716505,-10.246327,-5.48783
Touching The Sky.mp3,-111.16819,65.815865,-18.200308,15.362697,0.94539034,7.8554516,-6.3931,4.5477467,0.24000706,3.8475995,-1.5504819,-0.7771886,0.3765756,4.9753466,5.2489843,6.078964,0.061945014,0.8056295,-6.0010395,-4.312199
Tourniquet.mp3,-322.6144,128.40187,25.153284,13.930558,8.435408,-7.1466823,-3.4171426,-0.34366214,-3.5155804,2.9744692,-1.1719302,0.124336645,-3.4519823,-4.8855805,0.7213412,-0.75898033,-9.882111,-6.0107546,-3.5704112,-0.7975516
Toxic Pony.mp3,-131.99059,47.190895,-6.231589,22.103718,4.4821606,8.220991,0.4792919,11.482412,3.705671,6.077156,2.6554787,9.008903,0.14090334,4.4541283,2.2354465,4.0751495,1.7852234,3.23257,-3.8199656,0.12940459
TQG.mp3,-204.7758,134.80353,26.411165,-10.523731,-21.485384,-28.79858,-20.422346,-29.132414,-10.586416,-10.808237,-8.304231,-9.539576,-10.430931,-2.354804,-11.876562,-4.720539,-6.378512,-7.995749,-8.554937,-4.1778235
TQMQA.mp3,-201.57228,117.493744,3.2429502,-18.460596,-9.271524,-5.9850955,-18.277231,-5.004063,-11.933545,-4.4068155,-8.156368,-4.504846,-0.63205814,-2.251602,1.2775084,5.555539,-0.50272185,1.620281,-2.909498,-3.0840962
Tragos Amargos.mp3,-95.53649,92.23977,-1.4625032,27.22886,5.28856,19.530651,-8.863458,-0.17623042,-2.7314436,-9.373706,-7.967474,3.3052087,-3.0934615,7.0000696,-5.8549285,-0.3181964,1.9358007,4.6601286,-1.705115,0.18479423
Traicionera.mp3,-226.78947,78.68762,-20.122091,-10.863931,-12.052623,-18.016745,-18.303764,-21.041464,-30.35965,-8.660335,-7.9577208,-7.3317146,-1.7625985,-3.0492446,-7.398723,-6.0742526,-12.395717,-4.56263,-6.464482,-8.0972595
Training Season.mp3,-114.12484,87.72051,-3.5278263,25.588549,3.0852604,10.552553,6.3398085,1.5812035,3.6955419,5.1834903,-0.24278872,1.0188758,-7.8833046,-0.47335383,-9.272231,-1.8031652,3.2649353,7.0850873,7.5545883,5.3579645
Trip.mp3,-172.65863,129.16415,-1.1346991,19.831715,0.38981372,-15.745371,-2.5558915,-15.613124,-13.652834,-10.500129,-3.5535166,-9.717783,-21.961061,-6.3651414,-12.620688,-8.298921,-4.2052083,0.55091685,-9.321369,-5.398134
Trojan Horse.mp3,-175.98502,105.31765,-13.275646,-0.8107736,-9.83546,-10.014042,-8.817543,-6.709819,-16.74477,-18.00403,-19.376137,-4.319514,-1.6688759,-7.1689453,-7.9214005,-2.0435143,-3.5473347,-2.3476405,-3.4212544,-4.2192864
TROLLZ.mp3,-107.88835,76.72453,41.023045,15.488473,12.859308,-3.0671515,10.400469,11.740775,2.2428594,11.377669,0.8726054,6.5881596,-1.8981582,3.6579416,1.9340181,1.7552205,-3.4569829,3.0891218,-0.1220449,4.3498588
