,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
Sprinter.mp3,-138.72707,106.26081,17.840628,21.897514,8.204313,8.200061,-1.8664271,3.887583,-8.253916,-2.8344512,-7.401603,-3.1274583,1.3170592,-1.7337908,-0.8349258,0.47234276,-9.133977,1.171153,-1.2722671,-1.5844132
Srivalli.mp3,-152.55557,59.93814,-14.510102,-2.7629282,-20.513926,-21.897276,-19.079994,-10.189063,-13.427259,-3.5894544,-14.121753,-12.470321,-18.606857,-15.266369,-13.102147,-0.8119696,-1.5543038,-0.32672128,-2.6797466,-1.631537
Stand By Me (feat. Morgan Wallen).mp3,-122.36744,109.746666,-7.7872014,11.774284,7.6580563,-3.7634919,-9.065969,0.5767917,-4.4599805,-4.9110537,-6.8656816,1.9004223,-3.514644,-1.9888122,-5.618227,-5.102683,-2.9199924,-1.185737,-1.9545902,2.6987402
Stand By Me.mp3,-303.92377,89.51042,24.99236,43.592934,14.2097,14.874065,14.439586,5.607286,6.4855533,4.84453,-7.7815537,2.4789379,3.6772912,-2.0478344,-0.53205824,-1.2202669,-4.704432,0.52820134,-6.3225636,-6.95316
Starboy.mp3,-164.31738,109.49177,30.130135,25.161392,17.642656,15.995312,12.209791,6.199603,-1.4300467,10.144368,2.9068017,3.417615,6.5107965,7.751331,2.2714455,8.133553,1.108577,5.1712904,-0.07023843,5.123154
Stargazing.mp3,-109.72954,112.22505,9.732496,14.302251,8.621288,5.0485454,-9.385773,3.8620431,-8.078619,-5.374217,-6.07964,-3.5972195,-5.3673286,-2.5383196,-10.515203,1.0766919,-8.005412,-3.3122234,-3.3561134,-4.5275183
STARS.mp3,-48.35402,79.21465,-6.079057,12.012548,0.67621195,5.80209,4.882389,-0.47256082,1.895563,4.5043907,0.12274402,3.622417,-0.9624408,2.4466753,-3.406057,3.1465075,-3.0121117,2.69698,0.71734494,3.0392194
Starships.mp3,-79.26855,61.328117,-22.95316,13.857233,-8.266118,-9.349534,-4.626821,-10.379529,-5.2496533,-4.627825,-13.761698,0.05296907,-6.0167303,-4.049484,-5.273715,-4.4655004,-8.09596,-0.5611779,-9.915624,-1.4115155
Starting Over.mp3,-190.00581,71.87825,3.3007889,29.537012,-4.311633,8.484409,-9.637027,-6.1429324,-3.7188835,3.5330732,-3.4007406,-4.899373,-4.1572666,-3.1034822,-11.601905,-7.223102,-11.816386,-8.6404085,-19.759338,-11.947184
Static.mp3,-227.6882,139.1557,40.174862,32.983837,31.047298,17.914404,22.013105,12.34551,8.050192,10.104532,4.349239,9.34373,7.5878663,7.731552,6.0432115,2.303492,-0.5929762,10.944924,7.276368,9.196222
STAY (with Justin Bieber).mp3,-134.02979,96.58735,6.1360164,-8.678904,-5.605053,-5.340641,-8.609131,-7.4068027,-17.554018,-5.0246305,-6.752365,-7.6559258,-5.626211,-3.4280472,-3.9261405,-4.211864,-1.3336648,2.658249,-6.503495,-1.4522057
Stay With Me.mp3,-216.02786,152.39597,35.370384,15.287298,14.219152,21.206715,9.12387,6.5509915,1.0602285,1.424095,2.0063584,3.5997171,1.4407035,1.8166865,2.5975704,3.5085921,-3.991539,3.0273519,-1.9815311,0.3308894
Stay.mp3,-238.70905,187.61212,-13.978397,-3.6218734,8.277806,-13.134929,0.8304332,-8.857177,-9.675055,-12.691793,-16.001541,-11.468386,-12.060655,-8.199382,-12.512747,-13.146241,-15.720509,-9.925042,-4.3196373,-0.47698563
STAYING ALIVE (feat. Drake & Lil Baby).mp3,-110.029,79.12899,-25.615442,-7.6208963,-20.566504,-12.108801,-25.22792,-16.24226,-24.468864,-11.726279,-10.348413,-10.951291,-18.959356,-8.642855,-7.893712,-2.657048,-13.642201,0.68633145,-11.517624,-6.5374827
stellar.mp3,-308.63452,207.49507,66.289505,33.599125,23.949255,13.968425,-7.961258,7.598873,-13.764545,9.709749,0.16152821,8.83158,0.9369229,-8.922797,-6.3826704,-4.5002394,6.764071,-7.0541177,-1.0008433,-5.7941675
Step Back!.mp3,-164.85896,88.323006,11.561109,20.782478,-6.0569,-10.22008,-15.489805,-19.366114,-12.275073,-3.9746902,-3.002031,2.9986365,2.2733028,10.776737,3.0275679,0.13457449,-5.51888,2.3448951,0.26508003,1.9603697
Stereo Hearts (feat. Adam Levine).mp3,-108.337814,70.865364,-27.432121,14.137179,-6.7949333,-4.0629315,-13.342787,-1.7159764,-4.709916,2.9649007,-5.9209886,-2.8329315,-5.004158,-5.2455983,-1.0651308,0.5246568,-7.7879333,4.667654,-4.3693953,-0.18245173
Stereo Love - Original.mp3,-137.49974,96.54897,34.887524,18.31284,11.164501,6.04055,9.511551,-12.361027,2.6133249,12.777185,-26.125114,4.2757936,-13.27103,0.26767007,-8.701079,1.9234344,0.32872954,7.4746065,1.1474495,2.855044
Sticky.mp3,-332.10046,108.41803,39.19457,7.265932,1.4404981,5.3446074,3.3365602,-3.6474795,-16.070105,-21.672844,-16.800507,-8.984657,-8.777752,-13.57001,-15.728226,-11.764569,-8.285742,-7.8271985,-10.380978,-9.592619
Still Don't Know My Name.mp3,-108.28044,115.74942,7.5940423,21.53016,1.0068134,12.340849,0.8967873,8.501612,-6.1898084,2.2952456,-1.4450997,1.1530555,-4.00365,-0.7859638,-3.7591648,4.1204453,-3.7501473,4.576426,0.86657715,-0.16467436
Still Rollin.mp3,-199.30959,106.685905,51.91745,13.35744,12.2560005,24.505758,10.753468,13.175554,3.357208,13.755258,11.986917,12.819341,7.422637,5.62641,7.401632,15.930587,18.26057,22.862453,9.319805,-7.388454
Still Trappin'.mp3,-93.78322,86.66787,17.813223,15.519547,15.401045,13.277232,8.66165,12.610819,1.5112466,11.17232,-7.0014286,2.3623283,1.2444481,1.4139879,1.3779843,6.736305,-1.4261225,5.001728,0.013404492,4.860243
Still With You.mp3,-137.82544,113.45935,-83.772415,2.5927274,10.087187,3.7354,-20.59008,-3.3665376,-1.5543,3.3066337,-7.6678176,-8.7849865,-15.729644,-2.4285197,-5.66523,-9.279017,-9.6001,1.7552558,-5.665535,-1.3975075
Stop Giving Me Advice (with Jack Harlow & Dave).mp3,-104.730194,99.29937,10.122378,30.272724,14.97743,14.037264,1.9080343,0.6566989,-5.9002533,4.53694,-10.074697,-0.32070944,-5.039652,-9.066318,-3.2594678,-1.7534697,-4.3219633,-0.9426263,-5.277677,-1.3346735
Story of My Life.mp3,-186.11037,132.98383,21.335396,17.30359,9.866588,5.7490373,-10.411095,-1.442104,-11.969885,-5.5263987,-5.217214,-0.3544646,-6.232765,-5.753486,-9.216967,-10.537268,-10.138131,-9.237695,-11.48265,-6.3214774
Straight and Narrow.mp3,-228.41777,91.76073,-9.651087,32.190357,7.2721224,5.1211658,-3.8134325,0.641627,-11.785464,-2.2183423,-17.127377,-7.924651,-12.968965,-11.566669,-9.005281,-2.7321377,-15.002323,-5.426726,-15.492714,-12.750242
Strangers.mp3,-115.07,117.22334,15.099859,28.524212,-8.724591,-4.2586613,-2.0903394,-13.742414,-6.1232696,-2.077572,-10.327314,-7.9785075,-5.8607264,0.18902853,-6.5900865,-0.16198646,-0.6633042,-3.6262803,-3.5333562,-1.5324327
Street Runner.mp3,-228.48868,113.03284,-80.49433,-23.417793,-19.438513,-24.316814,-20.649984,-33.300594,-18.097645,-24.166548,-16.895977,-19.717077,-15.747753,-15.093877,-25.322422,-9.540157,-9.635887,-2.1279218,-2.8248806,-2.4993181
Strike (Holster).mp3,-63.004875,76.224915,-1.4347614,17.095167,3.4633834,14.239808,0.82996595,4.28001,0.54644096,-2.7542536,-5.8985004,4.3176026,-2.700366,2.549491,-1.3984759,5.719091,-3.5594282,0.53924304,-2.7986634,0.8233564
Strip That Down.mp3,-129.07428,88.66954,12.316196,29.6969,15.290719,6.937435,6.563877,-0.54168427,-0.9275579,7.1468925,4.0361085,6.318989,0.19081919,4.507306,-0.52457476,0.96815455,-3.6296277,1.9595586,-5.6526766,-1.1185637
Stuck In The Middle.mp3,-207.71533,143.71631,33.444473,31.228899,18.6567,5.361262,4.428699,12.204547,-5.5814624,10.366203,3.5060332,-3.0698056,5.856816,-2.0551739,-10.256175,5.216089,-6.6323814,-1.0797781,-4.8723874,-4.7843204
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM).mp3,-123.03501,72.56504,12.977361,5.740932,16.855757,-1.226319,-5.476765,3.0034716,-10.051486,-0.014289407,-6.456644,-1.3456194,-4.0941634,1.508479,-2.8220356,0.28070462,-4.401051,-2.4022796,-6.7114773,1.018058
Style.mp3,-162.52008,129.77567,-1.8652755,11.312316,3.033629,2.5750225,-9.832743,2.0154612,-5.6362314,-2.3794215,-7.236431,-1.1897091,-2.3650367,-0.033991918,-5.703356,-1.9181451,-2.9219744,0.9971519,-0.8018917,-2.2055554
Suano.mp3,-100.45208,129.15129,19.428183,6.246285,1.1217105,4.976895,-0.8697151,-2.1594152,0.92726094,-3.4748445,-3.4928715,3.6104696,-0.693088,1.792161,-1.4570932,6.9928865,-5.0930653,-0.8124819,1.6260037,-3.1501937
Suavemente.mp3,-145.32477,87.38141,4.3728256,4.3929076,-7.2689457,3.3245275,-11.812315,-14.266579,-4.4076,-4.5546517,-2.7496824,-1.1697062,-3.401271,-0.03801224,-2.0933204,-5.4193087,-9.367496,-0.28459495,-8.309522,-6.380274
SUBMARINER.mp3,-180.30116,88.48334,-13.439308,-1.0707135,-1.8596116,-11.72918,-17.14463,-12.943499,-17.415546,-14.3921795,-17.520275,-12.82703,-12.924608,-15.582641,-14.833156,-12.402582,-15.584744,-11.645942,-12.287098,-8.462246
Sudden Shower.mp3,-161.64046,133.36891,7.6092043,11.858949,-1.595031,1.1701553,-6.5919056,-4.5667706,-8.8783455,-3.1649506,-5.9092073,-1.5344958,-4.4141617,-7.480891,-4.1574383,-3.0495832,-6.027283,2.3528435,0.41245613,-4.5733395
Sugar Rush Ride.mp3,-27.533234,77.57269,-15.351313,11.034563,14.582722,1.2554628,-7.558653,5.397956,0.92674655,5.238304,-5.151529,-4.6722693,-4.6642475,-0.52708375,-5.652008,-1.6562252,-6.668864,-2.1379855,-6.6191797,2.011218
Sugarcane - Remix.mp3,-104.306335,87.21462,10.38567,9.35771,-7.228744,7.4073505,-11.2564335,-7.574183,-13.163848,-2.3094018,-5.3066587,4.8528295,-4.4713874,-7.895924,-4.473188,-4.1686296,-7.231666,0.19817482,-5.41602,0.264166
SugarCrash!.mp3,-215.77972,66.93504,0.56189984,-7.7154455,-6.5875936,-7.211014,-11.698323,-3.541743,-6.80206,-7.2062097,-18.288803,-10.319042,-10.629012,-2.0045831,-4.2873273,2.3571188,-1.5202628,2.7120464,1.3172464,5.916126
Suge.mp3,-115.39011,75.2615,9.67942,7.499161,4.3719745,3.28842,-2.9687319,-6.7224226,-9.131249,1.5185522,-13.050841,-1.1245934,-5.870448,-4.222382,-6.2479305,2.0748622,-9.038552,-3.3949943,-7.411358,-6.4917006
Summer Too Hot.mp3,-117.15076,107.29126,23.448492,9.367642,5.9742403,3.217303,4.3677564,7.0787797,-3.151925,0.64804834,1.8290256,0.12641959,0.19578415,3.9128063,2.4401293,4.415892,-5.4443817,3.6686423,-3.2243652,-2.7768726
Summertime Sadness - Sped Up.mp3,-175.59628,116.95075,-22.153343,16.344507,-5.9319158,7.668338,-3.1327984,1.8506241,-4.6553407,-0.15240072,-0.41756645,1.6693236,-3.6691144,-6.8259315,-2.6268797,1.4131787,-2.000918,0.07964266,3.080811,5.540641
Summertime Sadness.mp3,-246.95122,151.20273,-20.709568,17.917194,0.26374918,4.949634,5.2569866,0.7899313,2.6668806,-0.6557341,-0.66313547,1.1526351,2.0949152,3.43538,-2.3085837,-1.7263755,0.28931805,2.917605,0.20851935,-0.7919358
Sunday Service.mp3,-70.14145,72.58007,-3.2052686,19.154694,5.3120146,5.0308065,7.3685055,6.9772987,-7.854961,2.3380563,-4.951743,5.678024,-3.9586904,0.14717162,-3.6254973,-4.4728174,-7.767751,-3.2759223,-8.3099575,-4.0908194
Sunflower - Spider-Man_ Into the Spider-Verse.mp3,-153.60693,93.6472,19.447876,25.123543,-19.168982,5.9655514,-7.480328,-3.928178,0.5823626,-4.0671496,-6.090471,0.5637063,-5.8774896,3.2534792,0.857113,1.1300536,-3.4690218,0.92651856,-5.767334,1.9346827
Sunny Day.mp3,-166.56763,144.65446,12.639261,-7.9141855,8.875367,5.1557493,-6.60471,5.6405015,-9.5415535,-5.670613,-8.320646,-13.61502,-4.058819,-0.105350085,-4.519408,-0.79731405,-2.2154164,-3.0385742,-2.9682267,3.188768
Sunrise.mp3,-202.38086,136.30344,-30.41502,13.070581,6.978357,-8.777752,-2.5874283,-8.136179,-1.2854608,-9.206886,-6.0326486,-2.1255546,-3.5064018,-0.012154783,-5.465242,-1.7116066,-6.666984,1.3509364,-3.5621603,-2.2372231
Super Bass.mp3,-48.917347,68.53276,-7.14717,17.941183,-6.103809,3.581755,6.869799,0.37312552,3.005968,5.3012977,-0.62888473,7.2265544,1.3895831,7.6810765,2.205912,0.22463243,0.9378504,-2.1595602,-3.5659194,6.585387
SUPER ULTRA MEGA.mp3,-168.32108,110.91033,6.523101,10.35755,12.507005,-1.2829317,-4.3853583,-2.346635,-9.237692,-8.485853,-10.37152,-6.411036,-2.1866233,-3.7081282,-6.8425264,0.02957358,-4.0875945,-0.52312976,-4.2351356,1.486732
Super.mp3,-43.73424,97.30505,12.388847,12.577296,3.1216044,11.546554,-4.1172132,4.860471,-2.765853,3.9025474,-1.5613378,1.4178115,-1.7067019,2.3414745,-4.935912,3.2594545,-3.980029,0.48618507,-0.5549458,2.7775483
SUPERMODEL.mp3,-38.129692,85.55684,-41.820305,46.344463,3.5048568,3.2184198,-3.1035063,2.9736352,1.8933612,-2.1108599,-6.439316,7.39333,-11.333261,3.7878509,-12.57903,2.8996134,-7.7693467,-9.159286,-5.837339,-6.3501687
Supernova.mp3,-89.385216,91.62758,14.453807,18.79872,18.62022,15.68301,14.3671,6.429237,12.646115,6.6055007,2.8759818,5.163343,4.41952,3.4788384,0.9679567,3.7105882,-1.0580491,2.200346,0.06361194,3.029588
Superpowers.mp3,-181.84343,137.88098,16.07196,25.325691,-12.301684,-4.258988,-11.874514,12.653045,-25.533188,-1.5353146,2.043857,-28.541946,-17.218937,-10.071245,-11.250235,-5.651961,-8.489645,-6.405036,-5.830837,-5.371002
Sure Thing.mp3,-164.03534,114.984184,10.664504,36.19803,14.113674,12.820783,2.5735245,5.377016,-1.8374854,5.930636,1.9801755,5.9066567,-0.16076528,1.5953454,0.48791593,1.6253309,-0.89753026,0.28418517,-0.9364484,0.32327142
Swag Se Swagat.mp3,-156.29514,99.32548,-6.4560018,19.795841,2.9378273,8.14131,-0.15021116,3.505709,-0.86960584,1.2567683,-0.7129677,5.297771,-0.29149848,4.3685036,1.7129145,6.047306,-2.7345474,1.4430962,0.4024406,3.1567433
Swang.mp3,-254.6534,137.24342,3.7889197,1.3548981,-4.3507648,-16.17198,-0.8469301,-13.991661,-11.103088,-10.633536,-13.852811,-7.303836,-9.502491,-5.830102,-9.550909,-7.6524196,-6.9761243,-6.015524,-5.6545615,-1.6006479
Swear to God (feat. Future).mp3,-46.246197,76.60764,5.8279934,0.58661604,11.358118,4.3472466,-4.134688,5.659576,-2.9053652,6.0665545,-1.6400951,6.086336,-0.1615695,1.6963193,-0.38187033,7.0612907,-2.6619833,5.3914843,-0.12030497,1.2545316
Sweet Child O' Mine.mp3,-106.530235,72.94767,-43.92158,39.07339,-24.582026,-2.0640545,-11.247049,-15.274549,-5.0573807,-15.119027,-4.3246202,-3.836165,-5.8390746,-8.537868,-21.178242,3.7802784,-7.4629827,6.1482716,5.168826,-0.5218372
Sweet Dreams.mp3,-129.92325,106.08468,24.585405,21.662586,15.284302,9.663168,2.0713725,9.131331,-6.106174,-0.03371484,-4.0369215,-0.10257341,-0.8461929,-0.99483675,0.65596545,1.1548388,-7.515068,-0.5909198,-0.7172501,-2.2186863
Sweetest Pie.mp3,-155.58775,85.46982,27.035604,8.933991,3.0565526,6.821186,4.5668097,1.5904143,-3.4209907,2.6410475,-2.7890165,-0.22999673,-6.5642447,-1.8561308,-6.30049,-1.8216323,-1.7877802,0.38364843,1.3128264,8.142294
Swervin (feat. Veysel).mp3,-91.565544,82.568596,30.268612,33.39667,19.249517,13.329774,0.8505612,2.9769084,1.2657281,8.710551,1.1756305,9.38092,3.6870887,2.939346,2.4102278,2.1787496,-0.49623898,0.7358487,1.454906,-1.2314396
T.B.H.mp3,-2.810304,58.22028,-1.3667952,10.210111,3.560736,5.4723887,3.2499788,1.8802109,0.42269543,9.555094,-8.250403,6.3385444,-2.3471427,2.7108097,-2.2672725,2.6773238,0.13569891,3.2506115,-0.50910854,3.1222506
Taaron Ke Shehar.mp3,-160.9335,118.078545,6.65487,16.788237,2.1310856,1.6594222,-2.2832837,5.0805454,0.5577593,1.6812714,-13.278565,-0.44070405,-3.4481196,0.31709048,-1.1475059,-4.626682,-10.522508,-14.924256,-16.180151,-1.9609095
Taboo.mp3,-48.199806,82.24097,-3.7520258,21.20157,3.1301932,13.696356,3.4401531,7.95869,-0.10195052,5.8026257,-1.341949,7.703256,-3.5724838,-0.26461664,1.1761429,2.8398283,0.3278253,3.042474,-3.1072993,1.1127939
Tacata.mp3,-150.07959,88.40787,-9.276972,5.9648557,7.740857,-12.578548,7.236041,-1.6555625,-6.6156297,2.8750257,3.2056515,6.955135,5.2451663,8.817953,-0.59796107,3.8387465,-3.1426806,-1.5967734,-2.2447274,0.81769085
Tacos Gucci.mp3,-152.95416,153.23486,-30.233234,41.037743,13.9110985,-9.533942,8.181172,-11.709643,-4.268559,7.0096135,-4.1651583,-5.8720264,-6.925245,-8.888054,-15.282305,-12.393472,-13.008445,-10.816546,-9.039112,-7.8670697
Tadow.mp3,-244.19374,137.22151,-4.9186354,36.20918,19.071526,-4.4419317,-2.4476852,-4.833156,-10.313107,-2.760177,-5.661622,-4.1816497,-6.059079,-8.30408,-3.2164907,-3.855675,-4.901321,7.8834767,-0.70040524,-1.5303279
Tak Segampang Itu.mp3,-230.21991,149.44061,7.01755,13.299738,13.912708,-2.914021,-1.5981381,-5.4551773,-2.9267664,-0.17365636,-7.6688185,-2.715313,-12.671366,-1.7840958,-4.2958174,-5.734544,-7.0836444,-1.6074549,-5.063408,-3.8535905
Take A Bite.mp3,-57.230637,85.08359,22.373613,26.808867,9.640743,12.378664,4.1652293,6.5212464,11.907015,5.295732,3.422167,0.99961036,-1.1441457,2.1308792,-5.902572,1.0051674,-6.244395,0.94462466,-3.087381,2.357635
Take Care.mp3,-225.42674,80.44022,10.889432,29.093405,14.954954,-3.10282,1.3821906,-11.316076,3.8539605,-7.2564135,-1.840134,-0.018719865,-7.464083,2.1010647,-2.1674352,-0.232739,-1.2915324,-0.5336989,-0.39739382,4.218122
Take Her Home.mp3,-105.97615,102.71413,0.31991512,31.85735,14.088418,9.598454,7.59718,7.7773438,-6.102235,2.5364363,4.4602904,-2.5633395,-3.66547,0.6588742,-4.1795754,0.27958342,-10.015294,2.6220036,-1.6070653,-1.6959102
Take Me To Church.mp3,-154.83282,139.55708,9.098057,14.212993,15.548545,-5.8459926,-3.8256032,4.4979353,-21.814596,8.985111,-12.922337,-4.6100445,2.7176292,-10.402241,-10.179515,3.3431315,-9.310349,-10.1581955,-5.692028,-8.008396
Take My Name.mp3,-81.79516,101.51004,-14.7221155,7.3524523,5.971243,-9.247695,-9.553863,-8.549431,-17.455172,5.083907,-14.435976,-2.7688687,-6.1959376,-6.467095,-4.405481,-0.41214538,-11.110362,0.04459251,-4.95515,-5.7128563
Take Two.mp3,-244.7798,103.73832,-43.0319,-5.582417,4.759921,-15.39386,-14.805054,-6.519197,-15.362427,-13.473165,-9.013991,-13.432165,-15.560598,-4.0889535,-3.4901962,-4.4309263,0.41776806,2.9195874,-3.04365,-0.3214245
Take What You Want (feat. Ozzy Osbourne & Travis Scott).mp3,-99.21812,124.462906,-30.623802,12.571639,-6.416793,-3.623614,5.00875,-12.97158,-1.7275527,-15.018558,-14.684549,-4.863537,-8.297897,-6.5680246,-11.224524,-3.2632687,-11.28925,-7.6666007,-9.739282,-1.4189883
Tal Para Cual.mp3,-63.40496,79.81435,10.001179,19.46305,5.00367,6.2782326,-4.6441474,4.6058207,-6.954063,4.8958516,1.2841716,1.0943514,-2.752789,-1.1287286,-5.6963263,-6.1693945,-8.894002,-2.7262542,-6.030782,2.8225875
Talibans.mp3,-168.19592,115.0329,23.240288,15.366172,18.40748,-1.1308314,-1.1264932,-2.3766267,-13.481707,3.110568,-5.2270017,-5.22453,-7.0447435,-0.4661065,-8.240108,5.499772,-5.6268263,3.5891793,-0.80550474,-0.87895465
Talk Dirty (feat. 2 Chainz).mp3,-94.26004,67.23751,-16.125216,15.048596,0.72855306,-2.4020944,-5.0055313,5.5572824,-2.089847,7.70275,-4.7164893,1.7295852,-0.6827869,3.714617,-2.9442294,3.7896025,-1.9212717,4.0974293,-2.529817,1.5488096
Talk talk.mp3,-60.461964,73.15466,6.687169,0.80698055,-4.7876935,4.223548,8.21845,-6.454744,-0.09169691,-0.037096173,-11.781684,-5.2781763,-1.3060265,1.2573618,-6.4954553,2.816903,-6.421131,-0.90228885,-7.270018,-1.8850746
Tap In.mp3,-110.903755,64.36244,0.6814286,22.885452,15.59941,0.40143904,9.071282,7.1902647,-0.53252757,0.19743863,-3.4998257,3.4223783,-6.5356507,-0.60892886,-3.7944806,-5.7485094,-7.1256456,-3.551156,-9.2886505,-3.714413
Tattoo - Remix with Camilo.mp3,-88.90694,75.77304,-5.3521023,4.774167,10.790334,2.0795183,-10.755173,0.8950597,-5.788515,6.727968,-7.1806884,-2.7876172,-8.570831,-3.004365,-6.6607656,-6.420074,-9.853868,-4.4158893,-8.225818,-4.25665
Tchuco Nela.mp3,-83.34377,71.69947,-1.617536,10.457152,-13.24881,-0.89906275,-21.276602,-1.1932971,-8.2205515,-8.849855,-9.44505,-1.827272,-7.953121,-4.5290003,-6.5071898,-0.21937774,-12.221839,-3.019015,-6.3279977,-4.5339284
TE AMO ♡.mp3,-92.107376,60.071922,24.20018,8.622335,10.292627,1.5857147,-1.1884305,1.632996,-8.948664,3.776987,-7.015709,0.88222575,-5.0840335,-1.5103188,-4.884249,-2.16837,-4.755101,-0.07302299,-2.0252712,3.0891354
Te Felicito.mp3,-104.83945,82.73725,7.7674713,0.47379115,-10.30781,-0.09876037,-9.398101,-4.4743576,-7.152261,1.3690518,-3.1180756,-0.6202879,-1.4226309,3.7883906,-0.45225728,3.1012127,-4.5637107,-2.3012578,-2.9276445,2.7667792
TE MUDASTE.mp3,-222.69485,109.82269,35.1844,-0.45070222,-9.114819,-7.33388,-0.093468636,3.2666197,-21.667408,2.585057,-0.0016813957,2.2720077,0.82123756,2.3424594,-1.2394618,1.4927669,-4.86208,0.9285814,-3.6070938,-0.23685867
Te Robare.mp3,-188.7276,94.50611,29.70578,23.019476,4.149671,-4.948574,-11.91771,-9.536587,-15.592549,-10.335695,-11.952179,-11.889825,-11.056129,-8.357422,-17.25874,-8.5732,-15.384061,-5.799711,-14.919312,-5.5094604
Te Vi.mp3,-149.34186,93.974724,15.087422,25.204655,4.45288,0.86464274,1.6980768,4.2848954,-6.204728,10.427313,-0.81702596,5.5179124,2.2643583,5.377261,2.0663118,1.6086059,-4.823925,-0.26132527,-4.0017796,-5.518885
Techno Cumbia.mp3,-76.3811,18.866108,8.61048,18.539207,-11.540293,-1.2109644,-7.20946,-1.4423175,-6.661896,0.9615588,-9.759163,2.272383,-3.9328127,3.4849925,-3.9035568,-0.79370296,-5.791008,-1.7521255,-7.71698,0.6418978
Teenage Dream - Sped Up.mp3,-120.67192,104.72908,-14.185142,7.32601,-1.8319706,-3.7718344,-14.8924,-8.669248,-11.115822,-19.050503,-20.115265,-5.405832,-12.986292,-5.4537582,-9.340565,-12.790834,-15.20938,-4.987915,-10.859475,-1.1261497
Teeth.mp3,-197.43451,102.126945,44.59703,42.83944,26.75432,16.397915,12.052213,4.161793,-0.6982855,-1.0600747,-2.425358,-5.9429436,-5.438696,-2.268704,-9.670728,-0.44758952,-10.250267,2.2694016,-8.15885,0.21499965
Tek Tek (feat. MHD).mp3,-151.15443,77.523994,8.481462,5.611506,6.1428766,-3.3839035,-16.913881,-15.18767,-18.217346,-16.365223,-13.488189,-14.417348,-12.447668,-1.7900411,-4.708387,1.4917481,-6.2886767,0.11394358,-8.315938,-7.826561
TELEFONO NUEVO.mp3,-263.18008,173.68787,56.61084,7.4126115,-2.2352276,5.538185,17.18666,11.1685915,-6.6309433,2.7954736,1.0211297,4.443223,2.9924252,1.7825191,0.67023504,2.6423697,1.3537554,7.2552495,6.555625,3.8059766
Tell Me What You Want.mp3,-86.547295,96.3163,18.080645,24.082228,9.213495,19.067232,2.2978065,5.6724405,-1.1326362,6.8821006,-3.376665,3.1797256,0.3852421,5.2865186,1.573095,4.3684564,-2.7402577,0.7560846,-2.3317716,1.8689581
ten.mp3,-163.4433,131.13333,3.9501083,34.906067,-2.1310441,7.653253,-5.591792,3.2634425,-7.556482,0.24302725,-5.9144616,-3.8554373,-8.9024515,-5.367698,-8.388513,-1.497305,-5.1244044,-3.5266714,-9.271091,-9.066486
Tennessee Orange.mp3,-141.57126,115.17154,10.873104,35.404217,8.724152,8.911222,0.88690245,7.0489073,2.169404,2.2279253,-6.6243105,0.6149818,-7.561128,1.4907506,-5.778395,1.9301338,-2.9896572,-4.7486653,-4.1063223,-6.407808
Tera Ban Jaunga.mp3,-165.79002,117.4541,22.021826,11.628169,2.1445546,-3.2312288,8.461664,2.9498296,-8.682655,-13.353231,-10.3300905,-1.6675485,-1.6564273,3.4765275,-8.369499,-0.7552612,-5.274601,-3.330627,0.71990234,-7.144439
Termina Comigo Antes - Ao Vivo.mp3,-139.56107,120.86029,-23.34713,2.1773062,-4.021808,-3.6401472,-6.9211206,-2.6263711,-13.161127,-8.079807,-9.312603,-7.908067,-10.247497,-8.824727,-12.048094,-7.768601,-9.645984,-2.9292307,-5.79008,-5.8319917
Terminator (feat. Young Jonn).mp3,-137.64667,77.32318,47.97743,9.728732,3.9847689,12.110798,-3.144262,-1.3686818,-6.682656,3.7150629,0.80111194,2.8511186,1.7561356,-2.0494616,-4.892266,1.0614262,-9.06476,-0.78421336,-6.074598,0.37387705
"Tested, Approved & Trusted.mp3",-188.14435,78.193344,-14.819904,9.398494,-9.756839,-5.9004965,-18.330381,-12.3115835,-18.80305,-11.075551,-7.6686907,-2.6039615,-9.608397,-7.5140133,-8.392292,-1.7316998,-3.278673,-3.4716494,-4.331955,-3.9803455
TEXAS HOLD 'EM.mp3,-161.87042,107.14137,15.30701,22.993319,7.4404917,4.7614446,10.445253,-9.601602,1.0896468,-0.87678266,-5.7093945,4.058853,-1.9395903,-5.7905083,-9.757508,-6.9000044,-9.3692465,-4.723134,-4.4792557,-1.6216674
Thang For You (feat. NoCap).mp3,-323.4799,152.90714,24.846376,21.815647,3.3222184,-0.20925762,-3.946154,-9.819932,-5.618731,-3.850092,-12.444326,-8.736505,-11.44937,-3.131152,-6.233788,-1.305124,-3.6622624,-4.1501665,-4.559329,-5.929043
Thank You for Being You.mp3,-162.78299,133.27551,5.534039,10.95834,2.680804,-21.195265,-5.9297304,-17.497122,-10.91878,-2.374115,-22.341173,-9.380381,-15.431114,-12.816959,-9.676967,-10.626408,-11.772933,-4.123292,-17.50247,-2.885715
